0 0 6271.96 9209.95 7562.12 5786.55 5020.12 3627.77 2937.99 3065.72 2158.78 1826.66 1660.6 1200.74 958.039 562.049 613.145 587.597 536.502 395.989 293.799 63.8693 191.608 166.06 204.382 166.06 178.834 140.512 102.191 89.417 89.417 89.417 127.739 102.191 51.0954 153.286 114.965 51.0954 25.5477 51.0954 25.5477 25.5477 0 51.0954 76.6431 51.0954 25.5477 25.5477 25.5477 0 51.0954 51.0954 0 51.0954 63.8693 0 25.5477 38.3216 12.7739 51.0954 12.7739 0 12.7739 0 0 51.0954 25.5477 12.7739 63.8693 12.7739 25.5477 0 0 63.8693 25.5477 38.3216 0 0 76.6431 0 0 12.7739 12.7739 0 25.5477 12.7739 12.7739 12.7739 25.5477 12.7739 12.7739 0 25.5477 63.8693 38.3216 102.191 38.3216 89.417 51.0954 51.0954 102.191 102.191 51.0954 76.6431 51.0954 166.06 127.739 191.608 166.06 127.739 153.286 102.191 217.155 229.929 178.834 140.512 281.025 229.929 229.929 0 63.8693 332.12 472.632 408.763 523.728 677.014 549.276 689.788 702.562 945.265 945.265 868.622 1034.68 1162.42 1200.74 1417.9 2094.91 1673.37 1788.34 2184.33 2350.39 3282.88 3193.46 4062.08 4304.79 370.442 0 0 0 0 0 
0 0 6297.51 8469.06 6386.93 5479.98 4266.47 3525.58 2797.47 1941.63 1967.17 1315.71 1111.32 855.848 817.526 677.014 421.537 408.763 370.442 281.025 191.608 63.8693 140.512 191.608 140.512 51.0954 89.417 102.191 25.5477 89.417 63.8693 89.417 25.5477 63.8693 127.739 51.0954 38.3216 38.3216 51.0954 25.5477 38.3216 12.7739 38.3216 12.7739 12.7739 12.7739 12.7739 12.7739 25.5477 0 0 12.7739 51.0954 12.7739 0 12.7739 12.7739 38.3216 0 12.7739 0 12.7739 25.5477 0 0 25.5477 63.8693 12.7739 0 12.7739 38.3216 0 38.3216 25.5477 0 12.7739 12.7739 0 0 0 25.5477 12.7739 0 25.5477 0 12.7739 12.7739 12.7739 25.5477 38.3216 0 12.7739 12.7739 25.5477 51.0954 38.3216 89.417 51.0954 12.7739 25.5477 12.7739 38.3216 63.8693 38.3216 76.6431 38.3216 12.7739 76.6431 140.512 89.417 114.965 76.6431 127.739 127.739 229.929 89.417 217.155 140.512 217.155 0 51.0954 319.346 357.668 383.216 319.346 306.572 510.954 536.502 600.371 728.109 689.788 970.813 881.396 1213.52 1443.45 1379.58 1609.51 1660.6 1698.92 1967.17 2529.22 2848.57 3385.07 3717.19 3959.89 485.406 0 0 0 0 0 
0 0 5594.95 7740.95 6578.53 5007.35 3998.22 3155.14 2388.71 1916.08 1494.54 1251.84 894.17 702.562 587.597 549.276 332.12 191.608 242.703 178.834 153.286 51.0954 76.6431 140.512 89.417 127.739 89.417 63.8693 0 76.6431 51.0954 89.417 89.417 12.7739 51.0954 0 12.7739 12.7739 0 0 25.5477 25.5477 25.5477 12.7739 12.7739 38.3216 12.7739 0 12.7739 12.7739 0 0 25.5477 25.5477 0 12.7739 12.7739 0 12.7739 0 12.7739 25.5477 0 0 25.5477 0 12.7739 12.7739 12.7739 0 0 38.3216 25.5477 0 0 0 0 0 12.7739 25.5477 25.5477 0 0 51.0954 0 12.7739 0 0 38.3216 12.7739 12.7739 0 12.7739 12.7739 25.5477 12.7739 25.5477 12.7739 25.5477 38.3216 12.7739 51.0954 38.3216 38.3216 38.3216 127.739 76.6431 63.8693 38.3216 63.8693 76.6431 63.8693 191.608 76.6431 127.739 127.739 217.155 114.965 63.8693 0 51.0954 178.834 319.346 281.025 421.537 357.668 472.632 523.728 447.085 689.788 574.823 779.205 894.17 779.205 1136.87 1302.93 1264.61 1609.51 1366.8 2146.01 2388.71 2567.54 2848.57 3129.59 3729.96 319.346 0 0 0 0 0 
0 0 5173.41 7408.83 5875.97 4292.01 3206.24 2273.75 1928.85 1750.02 1060.23 1136.87 919.717 625.919 357.668 255.477 319.346 255.477 76.6431 191.608 102.191 63.8693 25.5477 76.6431 51.0954 51.0954 25.5477 12.7739 51.0954 12.7739 51.0954 12.7739 38.3216 63.8693 25.5477 25.5477 12.7739 38.3216 25.5477 25.5477 12.7739 12.7739 0 0 12.7739 25.5477 12.7739 12.7739 0 0 12.7739 12.7739 12.7739 0 0 0 0 0 0 0 0 0 0 12.7739 12.7739 0 0 0 25.5477 0 12.7739 12.7739 0 0 12.7739 0 12.7739 0 0 0 12.7739 12.7739 0 0 25.5477 12.7739 12.7739 25.5477 12.7739 25.5477 25.5477 12.7739 12.7739 0 12.7739 25.5477 12.7739 12.7739 38.3216 38.3216 12.7739 38.3216 38.3216 63.8693 12.7739 12.7739 51.0954 63.8693 51.0954 38.3216 51.0954 0 89.417 114.965 89.417 76.6431 63.8693 38.3216 51.0954 0 38.3216 178.834 178.834 255.477 255.477 332.12 357.668 395.989 408.763 408.763 587.597 677.014 625.919 677.014 996.36 1175.19 1379.58 1417.9 1379.58 1647.83 2082.14 2312.07 2682.51 3155.14 3461.71 370.442 0 0 0 0 0 
0 0 4445.3 6565.76 4700.78 3397.84 2976.31 2235.42 1405.12 1315.71 996.36 600.371 702.562 459.859 383.216 357.668 140.512 242.703 114.965 153.286 89.417 38.3216 38.3216 25.5477 63.8693 38.3216 51.0954 25.5477 25.5477 51.0954 25.5477 25.5477 12.7739 0 25.5477 12.7739 0 12.7739 25.5477 0 0 12.7739 12.7739 0 0 12.7739 12.7739 12.7739 0 0 0 0 12.7739 0 0 0 0 0 0 12.7739 0 0 0 12.7739 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 0 0 12.7739 0 0 0 0 12.7739 0 0 0 0 25.5477 0 0 12.7739 0 0 12.7739 38.3216 12.7739 25.5477 12.7739 12.7739 51.0954 38.3216 38.3216 12.7739 12.7739 38.3216 76.6431 12.7739 12.7739 25.5477 51.0954 38.3216 38.3216 89.417 76.6431 102.191 51.0954 0 63.8693 102.191 76.6431 204.382 166.06 255.477 255.477 293.799 408.763 447.085 498.18 523.728 625.919 715.336 702.562 728.109 1034.68 1009.13 1354.03 1315.71 1928.85 2082.14 2248.2 2695.28 2848.57 268.251 0 0 0 0 0 
0 0 4470.85 5850.42 4023.76 3436.17 2439.81 1992.72 1392.35 1034.68 638.693 689.788 395.989 281.025 191.608 191.608 229.929 217.155 102.191 140.512 114.965 51.0954 63.8693 76.6431 76.6431 12.7739 63.8693 25.5477 25.5477 25.5477 12.7739 0 12.7739 12.7739 0 0 25.5477 12.7739 12.7739 12.7739 0 0 12.7739 0 0 0 0 0 0 12.7739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 0 0 0 0 0 0 12.7739 0 0 12.7739 12.7739 0 0 0 0 0 0 0 0 0 12.7739 0 38.3216 25.5477 38.3216 0 12.7739 38.3216 51.0954 0 12.7739 12.7739 12.7739 0 0 25.5477 0 63.8693 38.3216 25.5477 25.5477 51.0954 51.0954 38.3216 63.8693 38.3216 51.0954 0 0 0 127.739 76.6431 89.417 102.191 178.834 114.965 281.025 191.608 191.608 293.799 332.12 459.859 447.085 625.919 753.657 766.431 779.205 1021.91 1315.71 1251.84 1596.73 1622.28 2146.01 2682.51 421.537 0 0 0 0 0 
0 0 3806.61 5160.64 3563.9 2452.58 1979.95 1571.18 1187.97 958.039 536.502 536.502 306.572 344.894 204.382 140.512 102.191 178.834 102.191 102.191 38.3216 51.0954 25.5477 12.7739 51.0954 51.0954 25.5477 25.5477 0 25.5477 0 0 12.7739 0 25.5477 0 0 25.5477 0 0 12.7739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 0 0 12.7739 0 0 0 0 0 0 0 12.7739 12.7739 0 25.5477 51.0954 0 51.0954 25.5477 51.0954 25.5477 12.7739 38.3216 63.8693 25.5477 0 12.7739 63.8693 89.417 153.286 63.8693 140.512 153.286 63.8693 76.6431 281.025 217.155 281.025 191.608 357.668 574.823 549.276 689.788 894.17 996.36 1379.58 1098.55 1354.03 1673.37 1954.4 2337.61 344.894 0 0 0 0 0 
0 0 3231.78 4138.73 2963.53 2222.65 1864.98 1354.03 906.943 664.24 421.537 421.537 281.025 332.12 166.06 217.155 76.6431 76.6431 38.3216 89.417 89.417 25.5477 25.5477 76.6431 12.7739 25.5477 25.5477 12.7739 25.5477 38.3216 0 12.7739 0 25.5477 0 12.7739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 12.7739 25.5477 25.5477 25.5477 38.3216 25.5477 25.5477 12.7739 25.5477 0 0 89.417 76.6431 89.417 63.8693 140.512 114.965 140.512 76.6431 281.025 204.382 204.382 191.608 306.572 332.12 332.12 447.085 715.336 638.693 983.586 906.943 996.36 1609.51 1801.11 2260.97 229.929 0 0 0 0 0 
0 0 3257.33 3397.84 2810.25 1928.85 1571.18 1149.65 830.3 523.728 549.276 383.216 204.382 191.608 166.06 114.965 166.06 63.8693 38.3216 12.7739 51.0954 12.7739 12.7739 25.5477 12.7739 12.7739 12.7739 38.3216 12.7739 0 38.3216 0 12.7739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 0 0 0 0 12.7739 0 12.7739 0 25.5477 12.7739 0 25.5477 25.5477 0 0 51.0954 38.3216 89.417 63.8693 114.965 89.417 114.965 63.8693 191.608 178.834 204.382 204.382 217.155 383.216 319.346 421.537 344.894 510.954 625.919 753.657 1175.19 1315.71 1583.96 1622.28 229.929 0 0 0 0 0 
0 0 2733.6 3423.39 2452.58 1430.67 1328.48 779.205 791.979 344.894 447.085 344.894 242.703 127.739 166.06 38.3216 127.739 76.6431 51.0954 38.3216 12.7739 38.3216 25.5477 12.7739 0 38.3216 0 0 0 12.7739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.7739 0 0 0 12.7739 25.5477 0 0 12.7739 25.5477 12.7739 25.5477 0 0 12.7739 63.8693 38.3216 38.3216 63.8693 38.3216 63.8693 76.6431 140.512 127.739 178.834 89.417 153.286 178.834 281.025 204.382 319.346 229.929 408.763 523.728 779.205 766.431 1162.42 1341.25 1507.31 102.191 0 0 0 0 0 
